,date,revenue,earnings,actual,estimate,ticker,as_of_date
374,3Q2019,4424828000.0,261813000,1.68,1.42,HFC,4/28/20
375,4Q2019,4381888000.0,60605000,0.48,0.52,HFC,4/28/20
376,1Q2019,16937000000.0,522000000,1.39,1.34,CNC,4/28/20
377,2Q2019,17403000000.0,495000000,1.34,1.23,CNC,4/28/20
378,3Q2019,18313000000.0,95000000,0.96,0.95,CNC,4/28/20
379,4Q2019,18138000000.0,209000000,0.73,0.73,CNC,4/28/20
380,1Q2019,15077000000.0,2429000000,0.85,1.63,FB,4/28/20
381,2Q2019,16886000000.0,2616000000,0.91,1.88,FB,4/28/20
382,3Q2019,17652000000.0,6091000000,2.12,1.91,FB,4/28/20
383,4Q2019,21082000000.0,7349000000,2.56,2.53,FB,4/28/20
384,1Q2019,2577000000.0,189000000,1.13,1.0,LDOS,4/28/20
385,2Q2019,2728000000.0,136000000,1.16,1.11,LDOS,4/28/20
386,3Q2019,2835000000.0,161000000,1.36,1.19,LDOS,4/28/20
387,1Q2020,2954000000.0,181000000,,,LDOS,4/28/20
388,2Q2019,37251000000.0,772000000,0.72,0.71,KR,4/28/20
389,3Q2019,28168000000.0,297000000,0.44,0.41,KR,4/28/20
390,4Q2019,27974000000.0,263000000,0.47,0.48,KR,4/28/20
391,1Q2020,28893000000.0,327000000,0.57,0.55,KR,4/28/20
392,1Q2019,542383000.0,130613000,0.52,0.52,MXIM,4/28/20
393,2Q2019,556545000.0,367558000,0.57,0.57,MXIM,4/28/20
394,3Q2019,533040000.0,140156000,0.52,0.49,MXIM,4/28/20
395,4Q2019,551070000.0,146050000,0.56,0.53,MXIM,4/28/20
396,1Q2019,3541000000.0,187000000,0.43,0.39,HWM,4/28/20
397,2Q2019,3691000000.0,-121000000,0.58,0.5,HWM,4/28/20
398,3Q2019,3559000000.0,95000000,0.58,0.52,HWM,4/28/20
399,4Q2019,3401000000.0,309000000,0.53,0.54,HWM,4/28/20
400,1Q2019,9261000000.0,745000000,2.56,2.42,GD,4/28/20
401,2Q2019,9555000000.0,806000000,2.77,2.68,GD,4/28/20
402,3Q2019,9761000000.0,913000000,3.14,3.06,GD,4/28/20
403,4Q2019,10773000000.0,1020000000,3.51,3.44,GD,4/28/20
404,1Q2019,3751210000.0,161788000,1.16,1.14,CHRW,4/28/20
405,2Q2019,3908840000.0,169180000,1.22,1.22,CHRW,4/28/20
406,3Q2019,3856132000.0,146894000,1.07,1.14,CHRW,4/28/20
407,4Q2019,3793326000.0,99106000,0.73,0.96,CHRW,4/28/20
408,2Q2019,16505000000.0,4179000000,1.06,0.89,INTC,4/28/20
409,3Q2019,19190000000.0,5990000000,1.42,1.24,INTC,4/28/20
410,4Q2019,20209000000.0,6905000000,1.52,1.25,INTC,4/28/20
411,1Q2020,19828000000.0,5661000000,1.45,1.28,INTC,4/28/20
412,1Q2019,1643000000.0,-289000000,0.11,0.09,WY,4/28/20
413,2Q2019,1692000000.0,128000000,0.16,0.1,WY,4/28/20
414,3Q2019,1671000000.0,99000000,0.08,0.1,WY,4/28/20
415,4Q2019,1548000000.0,-14000000,0.03,0.05,WY,4/28/20
416,1Q2019,9338000000.0,1833000000,1.0,0.9,COP,4/28/20
417,2Q2019,8126000000.0,1580000000,1.01,1.03,COP,4/28/20
418,3Q2019,8046000000.0,3056000000,0.82,0.73,COP,4/28/20
419,4Q2019,7836000000.0,720000000,0.76,0.8,COP,4/28/20
420,1Q2019,679452000.0,111805000,4.1,4.05,MTD,4/28/20
421,2Q2019,731366000.0,127160000,5.16,5.08,MTD,4/28/20
422,3Q2019,753866000.0,129395000,5.77,5.71,MTD,4/28/20
423,4Q2019,843968000.0,192749000,7.78,7.68,MTD,4/28/20
424,1Q2019,6004000000.0,663000000,4.2,3.57,CMI,4/28/20
425,2Q2019,6221000000.0,675000000,4.27,4.4,CMI,4/28/20
426,3Q2019,5768000000.0,622000000,3.83,3.83,CMI,4/28/20
427,4Q2019,5578000000.0,300000000,2.56,2.42,CMI,4/28/20
428,2Q2019,1529000000.0,425000000,0.4,0.44,KEY,4/28/20
429,3Q2019,1422000000.0,416000000,0.38,0.46,KEY,4/28/20
430,4Q2019,1521000000.0,469000000,0.48,0.48,KEY,4/28/20
431,1Q2020,1099000000.0,146000000,0.12,0.18,KEY,4/28/20
432,2Q2019,17094000000.0,-5241000000,1.1,1.05,PG,4/28/20
433,3Q2019,17798000000.0,3593000000,1.37,1.24,PG,4/28/20
434,4Q2019,18240000000.0,3717000000,1.42,1.37,PG,4/28/20
435,1Q2020,17214000000.0,2917000000,1.17,1.13,PG,4/28/20
436,2Q2019,7979000000.0,1006000000,0.82,0.8,ABT,4/28/20
437,3Q2019,8076000000.0,960000000,0.84,0.84,ABT,4/28/20
438,4Q2019,8314000000.0,1049000000,0.95,0.95,ABT,4/28/20
439,1Q2020,7726000000.0,564000000,0.65,0.58,ABT,4/28/20
440,2Q2019,5562890000.0,421472000,1.3,1.14,LEN,4/28/20
441,3Q2019,5857058000.0,513366000,1.59,1.32,LEN,4/28/20
442,4Q2019,6971531000.0,674304000,2.13,1.9,LEN,4/28/20
443,1Q2020,4505337000.0,398452000,1.27,0.84,LEN,4/28/20
444,2Q2019,3524000000.0,1003000000,6.41,6.5,BLK,4/28/20
445,3Q2019,3692000000.0,1119000000,7.15,6.96,BLK,4/28/20
446,4Q2019,3977000000.0,1301000000,8.34,7.69,BLK,4/28/20
447,1Q2020,3710000000.0,806000000,6.6,6.36,BLK,4/28/20
448,2Q2019,1439400000.0,40100000,0.65,0.59,IVZ,4/28/20
449,3Q2019,1720600000.0,231500000,0.7,0.57,IVZ,4/28/20
450,4Q2019,1742800000.0,239000000,0.64,0.7,IVZ,4/28/20
451,1Q2020,1598900000.0,140700000,0.34,0.52,IVZ,4/28/20
452,1Q2019,1384380000.0,127945000,0.8,0.65,HOG,4/28/20
453,2Q2019,1632619000.0,195631000,1.23,1.2,HOG,4/28/20
454,3Q2019,1272519000.0,86563000,0.55,0.52,HOG,4/28/20
455,4Q2019,1072271000.0,13496000,0.09,0.09,HOG,4/28/20
456,2Q2019,6627900000.0,619700000,1.78,1.81,PCAR,4/28/20
457,3Q2019,6367000000.0,607900000,1.75,1.64,PCAR,4/28/20
458,4Q2019,6117200000.0,531300000,1.53,1.51,PCAR,4/28/20
459,1Q2020,5161700000.0,359400000,1.03,1.2,PCAR,4/28/20
460,1Q2019,2117000000.0,175000000,3.31,3.03,URI,4/28/20
461,2Q2019,2290000000.0,270000000,4.74,4.49,URI,4/28/20
462,3Q2019,2488000000.0,391000000,5.96,5.59,URI,4/28/20
463,4Q2019,2456000000.0,338000000,5.6,5.22,URI,4/28/20
464,2Q2019,1767217000.0,312840000,1.31,1.18,HSY,4/28/20
465,3Q2019,2134422000.0,325307000,1.61,1.6,HSY,4/28/20
466,4Q2019,2068125000.0,207187000,1.28,1.24,HSY,4/28/20
467,1Q2020,2037317000.0,271137000,1.63,1.71,HSY,4/28/20
468,2Q2019,744000000.0,159000000,0.33,0.3,BF-B,4/28/20
469,3Q2019,766000000.0,186000000,0.39,0.37,BF-B,4/28/20
470,4Q2019,989000000.0,282000000,0.59,0.52,BF-B,4/28/20
471,1Q2020,899000000.0,231000000,0.48,0.5,BF-B,4/28/20
472,1Q2019,2244000000.0,350000000,1.83,1.61,PXD,4/28/20
473,2Q2019,2379000000.0,-169000000,2.01,1.95,PXD,4/28/20
474,3Q2019,2411000000.0,231000000,1.99,1.99,PXD,4/28/20
475,4Q2019,2641000000.0,344000000,2.36,2.09,PXD,4/28/20
476,1Q2019,846000000.0,233000000,1.6,1.34,ILMN,4/28/20
477,2Q2019,838000000.0,296000000,1.35,1.34,ILMN,4/28/20
478,3Q2019,907000000.0,234000000,1.93,1.4,ILMN,4/28/20
479,4Q2019,952000000.0,239000000,1.7,1.58,ILMN,4/28/20
480,1Q2019,1502000000.0,225000000,0.87,0.82,FISV,4/28/20
481,2Q2019,1512000000.0,223000000,0.98,0.81,FISV,4/28/20
482,3Q2019,3128000000.0,198000000,1.02,1.0,FISV,4/28/20
483,4Q2019,4045000000.0,247000000,1.13,1.14,FISV,4/28/20
484,1Q2019,4040861000.0,245237000,3.6,3.66,SHW,4/28/20
485,2Q2019,4877860000.0,471003000,6.57,6.37,SHW,4/28/20
486,3Q2019,4867650000.0,576438000,6.65,6.48,SHW,4/28/20
487,4Q2019,4114429000.0,248622000,4.27,4.39,SHW,4/28/20
488,1Q2019,945991000.0,261485000,0.5,0.42,MNST,4/28/20
489,2Q2019,1104045000.0,292473000,0.53,0.56,MNST,4/28/20
490,3Q2019,1133577000.0,298923000,0.55,0.54,MNST,4/28/20
491,4Q2019,1017206000.0,254954000,0.47,0.47,MNST,4/28/20
492,2Q2019,306289000.0,147534000,1.33,1.29,VRSN,4/28/20
493,3Q2019,308421000.0,153913000,1.36,1.31,VRSN,4/28/20
494,4Q2019,310543000.0,148325000,1.31,1.33,VRSN,4/28/20
495,1Q2020,312524000.0,334116000,1.51,1.28,VRSN,4/28/20
496,2Q2019,11336400000.0,1134500000,3.52,3.61,DE,4/28/20
497,3Q2019,10035000000.0,899000000,2.71,2.85,DE,4/28/20
498,4Q2019,9878000000.0,721000000,2.14,2.13,DE,4/28/20
499,1Q2020,7631000000.0,517000000,1.63,1.25,DE,4/28/20
500,1Q2019,2752000000.0,529000000,,,FOX,4/28/20
501,2Q2019,2513000000.0,454000000,,,FOX,4/28/20
502,3Q2019,2667000000.0,499000000,,,FOX,4/28/20
503,4Q2019,3778000000.0,300000000,,,FOX,4/28/20
504,1Q2019,1094645000.0,214888000,1.82,1.69,ATO,4/28/20
505,2Q2019,485738000.0,80466000,0.68,0.68,ATO,4/28/20
506,3Q2019,443683000.0,58406000,0.49,0.46,ATO,4/28/20
507,4Q2019,875563000.0,178673000,1.47,1.49,ATO,4/28/20
508,1Q2019,1329800000.0,174700000,1.48,1.4,MCHP,4/28/20
509,2Q2019,1322600000.0,50700000,1.41,1.37,MCHP,4/28/20
510,3Q2019,1337800000.0,108900000,1.43,1.43,MCHP,4/28/20
511,4Q2019,1287400000.0,311100000,1.32,1.26,MCHP,4/28/20
512,1Q2019,2165000000.0,482000000,0.34,0.41,NRG,4/28/20
513,2Q2019,2465000000.0,201000000,0.7,0.76,NRG,4/28/20
514,3Q2019,2996000000.0,372000000,1.88,2.1,NRG,4/28/20
515,4Q2019,2195000000.0,3383000000,0.43,0.59,NRG,4/28/20
516,2Q2019,5808700000.0,267900000,1.14,1.14,DLTR,4/28/20
517,3Q2019,5740600000.0,180300000,0.76,0.81,DLTR,4/28/20
518,4Q2019,5746200000.0,255800000,1.08,1.13,DLTR,4/28/20
519,1Q2020,6315300000.0,123000000,1.79,1.75,DLTR,4/28/20
520,1Q2019,3575000000.0,240000000,1.05,1.01,APTV,4/28/20
521,2Q2019,3627000000.0,274000000,1.33,1.14,APTV,4/28/20
522,3Q2019,3559000000.0,246000000,1.27,1.26,APTV,4/28/20
523,4Q2019,3596000000.0,230000000,1.15,1.02,APTV,4/28/20
524,2Q2019,1003100000.0,125200000,1.03,1.02,TIF,4/28/20
525,3Q2019,1048500000.0,136300000,1.12,1.04,TIF,4/28/20
526,4Q2019,1014600000.0,78400000,0.65,0.85,TIF,4/28/20
527,1Q2020,1357900000.0,201200000,1.8,1.77,TIF,4/28/20
528,1Q2019,4879900000.0,333800000,0.99,1.01,DHR,4/28/20
529,2Q2019,5156600000.0,731300000,1.09,1.16,DHR,4/28/20
530,3Q2019,5037300000.0,668000000,1.06,1.15,DHR,4/28/20
531,4Q2019,4868400000.0,1275100000,1.28,1.25,DHR,4/28/20
532,1Q2019,14658074000.0,440083000,0.79,0.7,SYY,4/28/20
533,2Q2019,15474862000.0,535766000,1.1,1.06,SYY,4/28/20
534,3Q2019,15303005000.0,453781000,0.98,0.97,SYY,4/28/20
535,4Q2019,15025042000.0,383410000,0.85,0.84,SYY,4/28/20
536,2Q2019,849632000.0,241459000,0.94,0.94,XLNX,4/28/20
537,3Q2019,833366000.0,226993000,0.89,0.89,XLNX,4/28/20
538,4Q2019,723499000.0,162012000,0.64,0.59,XLNX,4/28/20
539,1Q2020,756169000.0,162257000,0.75,0.69,XLNX,4/28/20
540,1Q2019,13466000000.0,1881000000,2.94,2.85,CAT,4/28/20
541,2Q2019,14432000000.0,1620000000,2.83,3.12,CAT,4/28/20
542,3Q2019,12758000000.0,1494000000,2.66,2.88,CAT,4/28/20
543,4Q2019,13144000000.0,1098000000,2.63,2.37,CAT,4/28/20
544,1Q2019,270722000.0,24503000,0.08,0.1,UDR,4/28/20
545,2Q2019,282333000.0,35619000,0.12,0.08,UDR,4/28/20
546,3Q2019,298407000.0,27204000,0.09,0.08,UDR,4/28/20
547,4Q2019,308504000.0,97639000,0.33,0.04,UDR,4/28/20
548,1Q2019,1588024000.0,79482000,0.27,0.26,HBI,4/28/20
549,2Q2019,1760927000.0,153972000,0.45,0.45,HBI,4/28/20
550,3Q2019,1866967000.0,187776000,0.54,0.54,HBI,4/28/20
551,4Q2019,1751005000.0,179490000,0.51,0.51,HBI,4/28/20
552,1Q2019,4071000000.0,716000000,1.52,1.45,MMC,4/28/20
553,2Q2019,4349000000.0,332000000,1.18,1.13,MMC,4/28/20
554,3Q2019,3968000000.0,303000000,0.77,0.7,MMC,4/28/20
555,4Q2019,4264000000.0,391000000,1.19,1.18,MMC,4/28/20
556,1Q2019,2312000000.0,287000000,2.98,3.02,WLTW,4/28/20
557,2Q2019,2048000000.0,138000000,1.78,1.75,WLTW,4/28/20
558,3Q2019,1989000000.0,75000000,1.31,1.31,WLTW,4/28/20
559,4Q2019,2690000000.0,544000000,4.9,4.86,WLTW,4/28/20
560,1Q2019,18365000000.0,1346000000,1.91,1.71,RTX,4/28/20
561,2Q2019,19634000000.0,1900000000,2.2,2.05,RTX,4/28/20
562,3Q2019,19496000000.0,1148000000,2.21,2.03,RTX,4/28/20
563,4Q2019,19551000000.0,1143000000,1.94,1.84,RTX,4/28/20
564,1Q2019,1343700000.0,19400000,0.63,0.61,CPRI,4/28/20
565,2Q2019,1346000000.0,45000000,0.95,0.9,CPRI,4/28/20
566,3Q2019,1442000000.0,73000000,1.16,1.24,CPRI,4/28/20
567,4Q2019,1571000000.0,210000000,1.66,1.59,CPRI,4/28/20
568,1Q2019,576056000.0,102681000,1.17,1.05,IDXX,4/28/20
569,2Q2019,620103000.0,125706000,1.43,1.37,IDXX,4/28/20
570,3Q2019,605303000.0,108837000,1.24,1.14,IDXX,4/28/20
571,4Q2019,605446000.0,90496000,1.04,0.9,IDXX,4/28/20
572,1Q2019,1327300000.0,512600000,1.87,1.66,TROW,4/28/20
573,2Q2019,1395200000.0,527500000,2.03,1.91,TROW,4/28/20
574,3Q2019,1426700000.0,545900000,2.13,1.98,TROW,4/28/20
575,4Q2019,1468700000.0,545300000,2.03,1.95,TROW,4/28/20
576,1Q2019,16302000000.0,1381000000,1.48,1.27,MET,4/28/20
577,2Q2019,17497000000.0,1741000000,1.38,1.34,MET,4/28/20
578,3Q2019,18678000000.0,2184000000,1.27,1.39,MET,4/28/20
579,4Q2019,17143000000.0,593000000,1.98,1.37,MET,4/28/20
580,1Q2019,513862000.0,108986000,1.6,1.72,WAT,4/28/20
581,2Q2019,599162000.0,144410000,2.14,2.11,WAT,4/28/20
582,3Q2019,577278000.0,138133000,2.13,2.13,WAT,4/28/20
583,4Q2019,716294000.0,200669000,3.2,3.01,WAT,4/28/20
584,2Q2019,19161000000.0,2498000000,3.17,3.07,IBM,4/28/20
585,3Q2019,18028000000.0,1672000000,2.68,2.67,IBM,4/28/20
586,4Q2019,21777000000.0,3670000000,4.71,4.68,IBM,4/28/20
587,1Q2020,17571000000.0,1175000000,1.84,1.79,IBM,4/28/20
588,1Q2019,3065156000.0,31297000,0.05,0.21,MGM,4/28/20
589,2Q2019,3112105000.0,43405000,0.08,0.25,MGM,4/28/20
590,3Q2019,3206481000.0,-37133000,-0.08,0.29,MGM,4/28/20
591,4Q2019,3079043000.0,2011577000,3.91,0.26,MGM,4/28/20
592,1Q2019,2054000000.0,195000000,0.22,0.22,WMB,4/28/20
593,2Q2019,2041000000.0,310000000,0.26,0.22,WMB,4/28/20
594,3Q2019,1999000000.0,221000000,0.26,0.25,WMB,4/28/20
595,4Q2019,0.0,0,0.24,0.24,WMB,4/28/20
596,1Q2019,11080000000.0,908000000,1.06,0.91,TMUS,4/28/20
597,2Q2019,10979000000.0,939000000,1.09,0.97,TMUS,4/28/20
598,3Q2019,11061000000.0,870000000,1.01,0.96,TMUS,4/28/20
599,4Q2019,11878000000.0,751000000,0.87,0.83,TMUS,4/28/20
600,1Q2019,3522000000.0,282000000,1.01,0.95,K,4/28/20
601,2Q2019,3461000000.0,286000000,0.99,0.92,K,4/28/20
602,3Q2019,3372000000.0,247000000,1.03,0.91,K,4/28/20
603,4Q2019,3223000000.0,145000000,0.91,0.85,K,4/28/20
604,1Q2019,2159000000.0,695000000,,,CINF,4/28/20
605,2Q2019,1913000000.0,428000000,0.85,0.64,CINF,4/28/20
606,3Q2019,1700000000.0,248000000,1.08,0.89,CINF,4/28/20
607,4Q2019,2152000000.0,626000000,1.23,1.1,CINF,4/28/20
608,1Q2019,4110000000.0,441000000,0.91,1.04,CTSH,4/28/20
609,2Q2019,4141000000.0,509000000,0.94,0.92,CTSH,4/28/20
610,3Q2019,4248000000.0,497000000,1.08,1.05,CTSH,4/28/20
611,4Q2019,4284000000.0,395000000,1.07,1.04,CTSH,4/28/20
612,1Q2019,3889000000.0,1862000000,1.78,1.66,MA,4/28/20
613,2Q2019,4113000000.0,2048000000,1.89,1.82,MA,4/28/20
614,3Q2019,4467000000.0,2108000000,2.15,2.01,MA,4/28/20
615,4Q2019,4414000000.0,2100000000,1.96,1.87,MA,4/28/20
616,1Q2019,768213000.0,108745000,1.53,1.43,STE,4/28/20
617,2Q2019,696803000.0,84590000,1.23,1.11,STE,4/28/20
618,3Q2019,736840000.0,94769000,1.32,1.25,STE,4/28/20
619,4Q2019,774261000.0,104930000,1.45,1.42,STE,4/28/20
620,1Q2019,1712100000.0,-151200000,0.14,0.06,NWL,4/28/20
621,2Q2019,0.0,0,0.45,0.36,NWL,4/28/20
622,3Q2019,2450600000.0,-625800000,0.73,0.56,NWL,4/28/20
623,4Q2019,2976400000.0,793800000,0.42,0.39,NWL,4/28/20
624,2Q2019,3214000000.0,518000000,0.22,0.24,KMI,4/28/20
625,3Q2019,3214000000.0,506000000,0.22,0.24,KMI,4/28/20
626,4Q2019,3352000000.0,610000000,0.26,0.26,KMI,4/28/20
627,1Q2020,3106000000.0,-306000000,0.24,0.27,KMI,4/28/20
628,2Q2019,2870000000.0,886000000,1.09,1.07,TFC,4/28/20
629,3Q2019,2886000000.0,825000000,0.95,1.03,TFC,4/28/20
630,4Q2019,3454000000.0,721000000,1.04,1.03,TFC,4/28/20
631,1Q2020,4718000000.0,1060000000,0.83,0.67,TFC,4/28/20
632,2Q2019,5596000000.0,1570000000,2.22,2.14,UNP,4/28/20
633,3Q2019,5516000000.0,1555000000,2.22,2.3,UNP,4/28/20
634,4Q2019,5212000000.0,1403000000,2.02,2.04,UNP,4/28/20
635,1Q2020,5229000000.0,1474000000,2.15,1.9,UNP,4/28/20
636,1Q2019,314176000.0,94770000,0.71,0.69,EXR,4/28/20
637,2Q2019,326723000.0,104828000,0.77,0.75,EXR,4/28/20
638,3Q2019,340209000.0,108087000,0.79,0.81,EXR,4/28/20
639,4Q2019,338620000.0,112282000,0.82,0.79,EXR,4/28/20
640,1Q2019,10584000000.0,185000000,0.52,0.51,AAL,4/28/20
641,2Q2019,11960000000.0,662000000,1.82,1.79,AAL,4/28/20
642,3Q2019,11911000000.0,425000000,1.42,1.39,AAL,4/28/20
643,4Q2019,11313000000.0,414000000,1.15,1.14,AAL,4/28/20
644,2Q2019,2589874000.0,353681000,4.51,4.67,ORLY,4/28/20
645,3Q2019,2666528000.0,391293000,5.08,4.79,ORLY,4/28/20
646,4Q2019,2482975000.0,324916000,4.25,4.27,ORLY,4/28/20
647,1Q2020,2476487000.0,300438000,4.0,3.95,ORLY,4/28/20
648,2Q2019,34740000000.0,906000000,1.89,1.82,COST,4/28/20
649,3Q2019,47498000000.0,1097000000,2.69,2.54,COST,4/28/20
650,4Q2019,37040000000.0,844000000,1.73,1.71,COST,4/28/20
651,1Q2020,39072000000.0,931000000,2.1,2.06,COST,4/28/20
652,1Q2019,2785000000.0,117000000,0.49,0.51,BLL,4/28/20
653,2Q2019,3017000000.0,197000000,0.64,0.64,BLL,4/28/20
654,3Q2019,2953000000.0,92000000,0.7,0.72,BLL,4/28/20
655,4Q2019,2719000000.0,160000000,0.71,0.67,BLL,4/28/20
656,1Q2019,1571000000.0,410000000,2.11,2.13,SPGI,4/28/20
657,2Q2019,1704000000.0,555000000,2.43,2.28,SPGI,4/28/20
658,3Q2019,1689000000.0,617000000,2.46,2.34,SPGI,4/28/20
659,4Q2019,1735000000.0,541000000,2.53,2.43,SPGI,4/28/20
660,2Q2019,4923116000.0,270650000,0.6,0.56,NFLX,4/28/20
661,3Q2019,5244905000.0,665244000,1.47,1.04,NFLX,4/28/20
662,4Q2019,5467434000.0,586970000,1.3,0.53,NFLX,4/28/20
663,1Q2020,5767691000.0,709067000,1.57,1.65,NFLX,4/28/20
664,1Q2019,1858000000.0,261000000,1.81,1.63,RJF,4/28/20
665,2Q2019,1940000000.0,259000000,1.8,1.82,RJF,4/28/20
666,3Q2019,2006000000.0,265000000,2.0,1.9,RJF,4/28/20
667,4Q2019,2022000000.0,268000000,1.89,1.93,RJF,4/28/20
668,2Q2019,5994000000.0,-9000000,0.2,0.19,BKR,4/28/20
669,3Q2019,5882000000.0,57000000,0.21,0.24,BKR,4/28/20
670,4Q2019,6348000000.0,48000000,0.27,0.31,BKR,4/28/20
671,1Q2020,5425000000.0,-10210000000,0.11,0.11,BKR,4/28/20
672,1Q2019,5281000000.0,1975000000,1.76,1.61,GILD,4/28/20
673,2Q2019,5685000000.0,1880000000,1.82,1.72,GILD,4/28/20
674,3Q2019,5604000000.0,-1165000000,1.75,1.74,GILD,4/28/20
675,4Q2019,5879000000.0,2696000000,1.3,1.67,GILD,4/28/20
676,1Q2019,9589000000.0,292000000,1.15,0.95,UAL,4/28/20
677,2Q2019,11402000000.0,1052000000,4.21,4.09,UAL,4/28/20
678,3Q2019,11380000000.0,1024000000,4.07,3.97,UAL,4/28/20
679,4Q2019,10888000000.0,641000000,2.67,2.65,UAL,4/28/20
680,1Q2019,8778000000.0,815000000,2.22,2.19,LYB,4/28/20
681,2Q2019,9048000000.0,1002000000,2.74,2.84,LYB,4/28/20
682,3Q2019,8722000000.0,963000000,2.7,2.76,LYB,4/28/20
683,4Q2019,8179000000.0,610000000,1.92,2.26,LYB,4/28/20
684,1Q2019,30571000000.0,8809000000,1.14,1.0,MSFT,4/28/20
685,2Q2019,33717000000.0,13187000000,1.37,1.21,MSFT,4/28/20
686,3Q2019,33055000000.0,10678000000,1.38,1.24,MSFT,4/28/20
687,4Q2019,36906000000.0,11649000000,1.51,1.32,MSFT,4/28/20
688,1Q2019,5557000000.0,1992000000,3.56,3.48,AMGN,4/28/20
689,2Q2019,5871000000.0,2179000000,3.97,3.59,AMGN,4/28/20
690,3Q2019,5737000000.0,1968000000,3.66,3.53,AMGN,4/28/20
691,4Q2019,6197000000.0,1703000000,3.64,3.46,AMGN,4/28/20
692,1Q2019,1505700000.0,31600000,1.07,0.9,RL,4/28/20
693,2Q2019,1428800000.0,117100000,1.77,1.66,RL,4/28/20
694,3Q2019,1706200000.0,182100000,2.55,2.39,RL,4/28/20
695,4Q2019,1750700000.0,334100000,2.86,2.45,RL,4/28/20
696,1Q2019,2684000000.0,58000000,1.53,1.51,IQV,4/28/20
697,2Q2019,2740000000.0,60000000,1.53,1.49,IQV,4/28/20
698,3Q2019,2769000000.0,57000000,1.6,1.57,IQV,4/28/20
699,4Q2019,2895000000.0,16000000,1.74,1.72,IQV,4/28/20
700,2Q2019,2681000000.0,937000000,0.66,0.65,SCHW,4/28/20
701,3Q2019,2711000000.0,951000000,0.7,0.64,SCHW,4/28/20
702,4Q2019,2606000000.0,852000000,0.62,0.64,SCHW,4/28/20
703,1Q2020,2617000000.0,795000000,0.58,0.62,SCHW,4/28/20
704,1Q2019,5280000000.0,274000000,2.19,2.09,DXC,4/28/20
705,2Q2019,4890000000.0,163000000,1.74,1.7,DXC,4/28/20
706,3Q2019,4851000000.0,-2119000000,1.38,1.42,DXC,4/28/20
707,4Q2019,5021000000.0,82000000,1.25,1.09,DXC,4/28/20
708,1Q2019,987200000.0,125100000,0.53,0.51,LNT,4/28/20
709,2Q2019,790200000.0,94600000,0.4,0.44,LNT,4/28/20
710,3Q2019,990200000.0,226000000,0.94,0.93,LNT,4/28/20
711,4Q2019,880100000.0,111500000,0.46,0.43,LNT,4/28/20
712,1Q2019,1327900000.0,84700000,0.63,0.58,FBHS,4/28/20
713,2Q2019,1507200000.0,137500000,1.03,1.03,FBHS,4/28/20
714,3Q2019,1459000000.0,105600000,0.95,0.98,FBHS,4/28/20
715,4Q2019,1470500000.0,104100000,1.0,0.97,FBHS,4/28/20
716,1Q2019,1455000000.0,312000000,0.88,0.79,ZTS,4/28/20
717,2Q2019,1547000000.0,371000000,0.9,0.82,ZTS,4/28/20
718,3Q2019,1584000000.0,433000000,0.94,0.88,ZTS,4/28/20
719,4Q2019,1674000000.0,384000000,0.92,0.88,ZTS,4/28/20
720,2Q2019,2516000000.0,312000000,0.61,0.6,FE,4/28/20
721,3Q2019,2963000000.0,391000000,0.76,0.73,FE,4/28/20
722,4Q2019,2482000000.0,-111000000,0.55,0.5,FE,4/28/20
723,1Q2020,2709000000.0,74000000,0.66,0.63,FE,4/28/20
724,1Q2019,4167000000.0,1583000000,1.37,1.36,VIAC,4/28/20
725,2Q2019,3809000000.0,440000000,1.16,1.12,VIAC,4/28/20
726,3Q2019,3295000000.0,319000000,0.95,0.91,VIAC,4/28/20
727,4Q2019,6871000000.0,-258000000,0.97,1.44,VIAC,4/28/20
728,1Q2019,3575900000.0,199900000,0.89,0.8,TT,4/28/20
729,2Q2019,4527800000.0,456100000,2.09,2.05,TT,4/28/20
730,3Q2019,4344300000.0,458800000,1.99,1.91,TT,4/28/20
731,4Q2019,4150900000.0,296100000,1.4,1.42,TT,4/28/20
732,1Q2019,723956000.0,100730000,0.63,0.65,BXP,4/28/20
733,2Q2019,753714000.0,166943000,1.06,0.77,BXP,4/28/20
734,3Q2019,741516000.0,110396000,0.7,0.63,BXP,4/28/20
735,4Q2019,708175000.0,143459000,0.91,0.87,BXP,4/28/20
736,2Q2019,8524000000.0,1150000000,2.6,2.56,CB,4/28/20
737,3Q2019,9038000000.0,1091000000,2.7,2.61,CB,4/28/20
738,4Q2019,8762000000.0,1173000000,2.28,2.12,CB,4/28/20
739,1Q2020,8592000000.0,252000000,2.68,2.57,CB,4/28/20
740,1Q2019,2493000000.0,424000000,0.35,0.36,BSX,4/28/20
741,2Q2019,2631000000.0,154000000,0.39,0.38,BSX,4/28/20
742,3Q2019,2707000000.0,126000000,0.39,0.38,BSX,4/28/20
743,4Q2019,2904000000.0,3996000000,0.46,0.44,BSX,4/28/20
744,1Q2019,1235000000.0,174000000,0.31,0.07,MRO,4/28/20
745,2Q2019,1394000000.0,161000000,0.23,0.13,MRO,4/28/20
746,3Q2019,1255000000.0,165000000,0.14,0.06,MRO,4/28/20
747,4Q2019,1241000000.0,-20000000,0.07,0.1,MRO,4/28/20
748,1Q2019,1216900000.0,99500000,0.39,0.4,EVRG,4/28/20
749,2Q2019,1221700000.0,139700000,0.58,0.56,EVRG,4/28/20
750,3Q2019,1577600000.0,366800000,1.57,1.57,EVRG,4/28/20
